# UNIX time, Current (A), PS Voltage (V), REF Voltage (V)
# SAMPLE_SURFACE = 123.0
# SAMPLE_NAME = sample2
# COATING_STEP = sideA
1.000000000000000000e+01	1.000000000000000000e+01
1.100000000000000000e+01	1.000000000000000000e+01
1.200000000000000000e+01	1.000000000000000000e+01
1.000000000000000000e+01	1.000000000000000000e+01
1.100000000000000000e+01	1.000000000000000000e+01
1.200000000000000000e+01	1.000000000000000000e+01
1.000000000000000000e+01	1.000000000000000000e+01
1.100000000000000000e+01	1.000000000000000000e+01
1.200000000000000000e+01	1.000000000000000000e+01
1.000000000000000000e+01	1.000000000000000000e+01
1.100000000000000000e+01	1.000000000000000000e+01
1.200000000000000000e+01	1.000000000000000000e+01
1.000000000000000000e+01	1.000000000000000000e+01
1.100000000000000000e+01	1.000000000000000000e+01
1.200000000000000000e+01	1.000000000000000000e+01
1.000000000000000000e+01	1.000000000000000000e+01
1.100000000000000000e+01	1.000000000000000000e+01
1.200000000000000000e+01	1.000000000000000000e+01
1.000000000000000000e+01	1.000000000000000000e+01
1.100000000000000000e+01	1.000000000000000000e+01
1.200000000000000000e+01	1.000000000000000000e+01
